datetime,gsr,ir,accel_mag,gyro_mag,mag_mag,label
2025-04-19 04:08:00,-245.99,47905,0.95,0.06,0.8,dehydrated
2025-04-19 04:09:00,-191.42,45520,1.05,0.09,0.84,dehydrated
2025-04-19 04:10:00,-136.75,49794,1.1,0.08,0.83,mildly_dehydrated
2025-04-19 04:11:00,-117.7,48602,1.07,0.07,0.88,mildly_dehydrated
2025-04-19 04:12:00,-78.11,52081,1.0,0.04,0.85,hydrated
2025-04-19 04:13:00,-72.1,53935,1.05,0.05,0.85,hydrated
2025-04-19 04:14:00,-109.87,48987,1.0,0.08,0.89,mildly_dehydrated
2025-04-19 04:15:00,-236.9,45605,1.03,0.07,0.83,dehydrated
2025-04-19 04:16:00,-142.26,48731,0.95,0.03,0.82,mildly_dehydrated
2025-04-19 04:17:00,-124.82,48730,1.01,0.11,0.89,mildly_dehydrated
2025-04-19 04:18:00,-83.3,54953,1.06,0.06,0.82,hydrated
2025-04-19 04:19:00,-80.56,52073,0.86,0.09,0.91,hydrated
2025-04-19 04:20:00,-219.02,42514,0.96,0.08,0.89,dehydrated
2025-04-19 04:21:00,-166.44,42261,0.91,0.08,0.84,dehydrated
2025-04-19 04:22:00,-149.54,48805,1.01,0.08,0.84,mildly_dehydrated
2025-04-19 04:23:00,-247.18,43468,0.99,0.07,0.89,dehydrated
2025-04-19 04:24:00,-78.39,55673,0.94,0.06,0.89,hydrated
2025-04-19 04:25:00,-109.78,48263,1.0,0.08,0.92,mildly_dehydrated
2025-04-19 04:26:00,-159.25,42734,1.05,0.07,0.83,dehydrated
2025-04-19 04:27:00,-242.95,43668,0.87,0.08,0.84,dehydrated
2025-04-19 04:28:00,-221.73,44765,0.95,0.08,0.92,dehydrated
2025-04-19 04:29:00,-73.99,54505,1.0,0.05,0.86,hydrated
2025-04-19 04:30:00,-102.71,48530,0.96,0.09,0.86,mildly_dehydrated
2025-04-19 04:31:00,-174.62,43314,1.01,0.11,0.81,dehydrated
2025-04-19 04:32:00,-111.5,48415,1.04,0.06,0.74,mildly_dehydrated
2025-04-19 04:33:00,-90.57,54323,1.07,0.06,0.91,hydrated
2025-04-19 04:34:00,-118.54,50797,0.99,0.07,0.84,mildly_dehydrated
2025-04-19 04:35:00,-223.76,43450,1.06,0.09,0.85,dehydrated
2025-04-19 04:36:00,-88.65,54998,1.0,0.05,0.85,hydrated
2025-04-19 04:37:00,-226.64,44457,0.93,0.08,0.88,dehydrated
2025-04-19 04:38:00,-138.59,51688,0.91,0.1,0.95,mildly_dehydrated
2025-04-19 04:39:00,-83.2,53945,1.0,0.04,0.85,hydrated
2025-04-19 04:40:00,-109.36,50167,1.02,0.06,0.81,mildly_dehydrated
2025-04-19 04:41:00,-84.45,52450,0.98,0.06,0.79,hydrated
2025-04-19 04:42:00,-88.51,55178,0.94,0.07,0.85,hydrated
2025-04-19 04:43:00,-235.25,45669,0.91,0.1,0.87,dehydrated
2025-04-19 04:44:00,-103.11,51649,0.98,0.06,0.85,mildly_dehydrated
2025-04-19 04:45:00,-99.72,53769,1.03,0.07,0.83,hydrated
2025-04-19 04:46:00,-89.84,53893,1.05,0.08,0.82,hydrated
2025-04-19 04:47:00,-109.03,51622,1.09,0.07,0.81,mildly_dehydrated
2025-04-19 04:48:00,-135.77,48188,1.04,0.08,0.87,mildly_dehydrated
2025-04-19 04:49:00,-164.66,47486,0.98,0.08,0.84,dehydrated
2025-04-19 04:50:00,-217.93,45314,0.98,0.1,0.82,dehydrated
2025-04-19 04:51:00,-183.0,42002,0.97,0.06,0.8,dehydrated
2025-04-19 04:52:00,-85.45,53419,1.01,0.07,0.84,hydrated
2025-04-19 04:53:00,-128.49,51500,1.0,0.06,0.84,mildly_dehydrated
2025-04-19 04:54:00,-112.08,50424,0.97,0.07,0.86,mildly_dehydrated
2025-04-19 04:55:00,-93.77,54016,0.95,0.03,0.86,hydrated
2025-04-19 04:56:00,-155.16,47054,0.98,0.07,0.85,dehydrated
2025-04-19 04:57:00,-141.96,51913,0.95,0.07,0.8,mildly_dehydrated
2025-04-19 04:58:00,-89.08,54557,0.99,0.05,0.87,hydrated
2025-04-19 04:59:00,-147.97,51654,0.98,0.06,0.88,mildly_dehydrated
2025-04-19 05:00:00,-171.07,42187,1.0,0.08,0.81,dehydrated
2025-04-19 05:01:00,-243.36,47936,0.93,0.07,0.84,dehydrated
2025-04-19 05:02:00,-205.73,47693,1.01,0.04,0.93,dehydrated
2025-04-19 05:03:00,-97.96,52775,0.99,0.08,0.82,hydrated
2025-04-19 05:04:00,-140.54,50293,1.02,0.06,0.85,mildly_dehydrated
2025-04-19 05:05:00,-132.38,48936,1.03,0.08,0.93,mildly_dehydrated
2025-04-19 05:06:00,-71.68,53585,0.99,0.11,0.78,hydrated
2025-04-19 05:07:00,-86.35,53883,1.0,0.08,0.86,hydrated
2025-04-19 05:08:00,-133.53,48168,1.15,0.06,0.87,mildly_dehydrated
2025-04-19 05:09:00,-70.45,55783,0.97,0.08,0.84,hydrated
2025-04-19 05:10:00,-114.78,49815,1.06,0.07,0.76,mildly_dehydrated
2025-04-19 05:11:00,-85.2,54316,0.98,0.09,0.91,hydrated
2025-04-19 05:12:00,-240.05,45625,0.88,0.08,0.82,dehydrated
2025-04-19 05:13:00,-87.07,52699,1.01,0.07,0.86,hydrated
2025-04-19 05:14:00,-79.38,53301,0.97,0.04,0.85,hydrated
2025-04-19 05:15:00,-109.49,50146,1.0,0.07,0.85,mildly_dehydrated
2025-04-19 05:16:00,-233.75,47370,0.94,0.09,0.86,dehydrated
2025-04-19 05:17:00,-121.38,49618,0.98,0.05,0.83,mildly_dehydrated
2025-04-19 05:18:00,-79.91,55882,1.02,0.05,0.79,hydrated
2025-04-19 05:19:00,-137.29,51300,0.89,0.13,0.81,mildly_dehydrated
2025-04-19 05:20:00,-219.52,43090,1.01,0.06,0.87,dehydrated
2025-04-19 05:21:00,-210.96,44494,0.95,0.03,0.83,dehydrated
2025-04-19 05:22:00,-144.97,49238,1.06,0.09,0.84,mildly_dehydrated
2025-04-19 05:23:00,-230.66,43262,0.91,0.06,0.82,dehydrated
2025-04-19 05:24:00,-91.61,52509,0.97,0.07,0.86,hydrated
2025-04-19 05:25:00,-89.81,54831,0.95,0.04,0.87,hydrated
2025-04-19 05:26:00,-184.92,42697,0.88,0.1,0.88,dehydrated
2025-04-19 05:27:00,-162.87,47993,0.92,0.04,0.92,dehydrated
2025-04-19 05:28:00,-93.24,53028,0.89,0.06,0.84,hydrated
2025-04-19 05:29:00,-88.8,53534,1.04,0.08,0.89,hydrated
2025-04-19 05:30:00,-119.29,49336,1.0,0.09,0.85,mildly_dehydrated
2025-04-19 05:31:00,-79.98,52051,0.87,0.07,0.89,hydrated
2025-04-19 05:32:00,-215.7,42829,0.99,0.01,0.92,dehydrated
2025-04-19 05:33:00,-128.96,51845,0.95,0.1,0.87,mildly_dehydrated
2025-04-19 05:34:00,-96.72,53589,1.04,0.03,0.88,hydrated
2025-04-19 05:35:00,-83.71,55331,0.95,0.08,0.85,hydrated
2025-04-19 05:36:00,-87.55,53307,1.03,0.07,0.9,hydrated
2025-04-19 05:37:00,-91.44,52956,1.02,0.07,0.76,hydrated
2025-04-19 05:38:00,-121.98,50914,1.06,0.04,0.9,mildly_dehydrated
2025-04-19 05:39:00,-117.98,49037,1.11,0.07,0.79,mildly_dehydrated
2025-04-19 05:40:00,-165.96,46207,0.97,0.09,0.78,dehydrated
2025-04-19 05:41:00,-230.81,42367,0.93,0.07,0.85,dehydrated
2025-04-19 05:42:00,-233.32,42280,0.96,0.09,0.87,dehydrated
2025-04-19 05:43:00,-102.72,49635,1.04,0.06,0.93,mildly_dehydrated
2025-04-19 05:44:00,-186.94,44697,1.0,0.04,0.9,dehydrated
2025-04-19 05:45:00,-113.22,50655,1.01,0.08,0.83,mildly_dehydrated
2025-04-19 05:46:00,-199.97,47364,1.03,0.03,0.87,dehydrated
2025-04-19 05:47:00,-249.16,43011,0.97,0.1,0.87,dehydrated
2025-04-19 05:48:00,-104.17,50821,0.95,0.1,0.93,mildly_dehydrated
2025-04-19 05:49:00,-87.48,54922,1.02,0.05,0.85,hydrated
2025-04-19 05:50:00,-94.24,55359,1.03,0.08,0.81,hydrated
2025-04-19 05:51:00,-191.98,47424,1.03,0.09,0.8,dehydrated
2025-04-19 05:52:00,-94.36,54499,0.94,0.06,0.81,hydrated
2025-04-19 05:53:00,-104.9,49588,0.97,0.06,0.79,mildly_dehydrated
2025-04-19 05:54:00,-133.97,50977,1.0,0.08,0.86,mildly_dehydrated
2025-04-19 05:55:00,-142.14,50762,1.05,0.11,0.86,mildly_dehydrated
2025-04-19 05:56:00,-161.03,44642,1.01,0.08,0.95,dehydrated
2025-04-19 05:57:00,-133.72,51934,0.99,0.06,0.85,mildly_dehydrated
2025-04-19 05:58:00,-90.2,54493,0.9,0.06,0.78,hydrated
2025-04-19 05:59:00,-233.53,46134,0.98,0.04,0.85,dehydrated
2025-04-19 06:00:00,-90.41,54367,1.04,0.09,0.89,hydrated
2025-04-19 06:01:00,-85.69,54569,1.06,0.07,0.83,hydrated
2025-04-19 06:02:00,-172.21,45002,0.93,0.05,0.91,dehydrated
2025-04-19 06:03:00,-73.87,53369,1.05,0.08,0.91,hydrated
2025-04-19 06:04:00,-161.72,45166,1.13,0.08,0.85,dehydrated
2025-04-19 06:05:00,-119.25,49929,1.04,0.07,0.84,mildly_dehydrated
2025-04-19 06:06:00,-112.64,49246,1.04,0.06,0.87,mildly_dehydrated
2025-04-19 06:07:00,-71.92,54712,0.92,0.1,0.82,hydrated
2025-04-19 06:08:00,-89.68,53109,0.93,0.1,0.91,hydrated
2025-04-19 06:09:00,-123.13,51363,1.02,0.07,0.84,mildly_dehydrated
2025-04-19 06:10:00,-138.15,49789,1.01,0.07,0.88,mildly_dehydrated
2025-04-19 06:11:00,-99.84,54992,1.0,0.07,0.82,hydrated
2025-04-19 06:12:00,-71.99,54169,0.94,0.07,0.86,hydrated
2025-04-19 06:13:00,-104.27,48834,0.96,0.06,0.86,mildly_dehydrated
2025-04-19 06:14:00,-189.62,42983,0.96,0.09,0.94,dehydrated
2025-04-19 06:15:00,-232.87,46449,0.96,0.09,0.8,dehydrated
2025-04-19 06:16:00,-234.17,46128,0.99,0.05,0.88,dehydrated
2025-04-19 06:17:00,-92.14,55526,0.96,0.07,0.86,hydrated
2025-04-19 06:18:00,-81.58,52350,1.08,0.05,0.9,hydrated
2025-04-19 06:19:00,-91.52,53512,1.07,0.08,0.83,hydrated
2025-04-19 06:20:00,-84.88,54835,0.96,0.05,0.89,hydrated
2025-04-19 06:21:00,-105.14,50072,0.97,0.06,0.85,mildly_dehydrated
2025-04-19 06:22:00,-106.04,48052,1.0,0.08,0.87,mildly_dehydrated
2025-04-19 06:23:00,-148.78,50325,0.99,0.04,0.86,mildly_dehydrated
2025-04-19 06:24:00,-128.56,50609,0.96,0.05,0.88,mildly_dehydrated
2025-04-19 06:25:00,-224.3,42125,1.02,0.07,0.81,dehydrated
2025-04-19 06:26:00,-93.1,54063,1.01,0.09,0.8,hydrated
2025-04-19 06:27:00,-208.81,46365,0.92,0.09,0.84,dehydrated
2025-04-19 06:28:00,-102.8,49343,0.96,0.07,0.83,mildly_dehydrated
2025-04-19 06:29:00,-139.69,51506,0.93,0.07,0.8,mildly_dehydrated
2025-04-19 06:30:00,-189.43,46151,1.05,0.06,0.78,dehydrated
2025-04-19 06:31:00,-243.28,44788,1.1,0.08,0.9,dehydrated
2025-04-19 06:32:00,-108.39,49976,1.05,0.05,0.82,mildly_dehydrated
2025-04-19 06:33:00,-125.22,49684,1.05,0.04,0.83,mildly_dehydrated
2025-04-19 06:34:00,-143.18,48786,0.97,0.05,0.94,mildly_dehydrated
2025-04-19 06:35:00,-117.31,49548,1.09,0.06,0.86,mildly_dehydrated
2025-04-19 06:36:00,-147.3,49828,1.05,0.07,0.83,mildly_dehydrated
2025-04-19 06:37:00,-90.5,53600,0.93,0.07,0.8,hydrated
2025-04-19 06:38:00,-109.92,49766,1.06,0.07,0.85,mildly_dehydrated
2025-04-19 06:39:00,-224.23,47309,1.09,0.04,0.87,dehydrated
2025-04-19 06:40:00,-136.54,51212,1.01,0.06,0.84,mildly_dehydrated
2025-04-19 06:41:00,-105.97,49651,0.88,0.06,0.85,mildly_dehydrated
2025-04-19 06:42:00,-99.93,52979,0.96,0.08,0.84,hydrated
2025-04-19 06:43:00,-80.56,54848,0.95,0.06,0.87,hydrated
2025-04-19 06:44:00,-167.82,46615,0.92,0.09,0.83,dehydrated
2025-04-19 06:45:00,-124.51,50341,0.98,0.06,0.76,mildly_dehydrated
2025-04-19 06:46:00,-213.65,45846,0.95,0.06,0.91,dehydrated
2025-04-19 06:47:00,-156.81,43673,1.04,0.06,0.86,dehydrated
2025-04-19 06:48:00,-105.31,50119,1.05,0.08,0.84,mildly_dehydrated
2025-04-19 06:49:00,-237.1,44810,1.04,0.06,0.85,dehydrated
2025-04-19 06:50:00,-222.51,42196,1.05,0.07,0.8,dehydrated
2025-04-19 06:51:00,-72.35,55029,1.0,0.09,0.89,hydrated
2025-04-19 06:52:00,-229.97,43266,0.95,0.08,0.91,dehydrated
2025-04-19 06:53:00,-110.8,49813,0.98,0.08,0.87,mildly_dehydrated
2025-04-19 06:54:00,-117.26,48913,0.95,0.05,0.84,mildly_dehydrated
2025-04-19 06:55:00,-93.71,53821,0.97,0.09,0.9,hydrated
2025-04-19 06:56:00,-97.13,55690,0.9,0.09,0.82,hydrated
2025-04-19 06:57:00,-79.19,52158,1.04,0.07,0.9,hydrated
2025-04-19 06:58:00,-186.33,43327,1.06,0.08,0.94,dehydrated
2025-04-19 06:59:00,-86.31,55576,0.97,0.09,0.85,hydrated
2025-04-19 07:00:00,-75.96,53642,0.98,0.04,0.83,hydrated
2025-04-19 07:01:00,-84.27,55224,1.03,0.1,0.8,hydrated
2025-04-19 07:02:00,-225.44,42655,0.99,0.07,0.88,dehydrated
2025-04-19 07:03:00,-132.68,51892,0.98,0.05,0.85,mildly_dehydrated
2025-04-19 07:04:00,-78.77,52124,0.99,0.07,0.85,hydrated
2025-04-19 07:05:00,-109.93,49590,1.0,0.05,0.82,mildly_dehydrated
2025-04-19 07:06:00,-201.94,45310,0.93,0.08,0.77,dehydrated
2025-04-19 07:07:00,-86.53,54282,0.99,0.03,0.79,hydrated
2025-04-19 07:08:00,-176.73,46115,0.97,0.08,0.91,dehydrated
2025-04-19 07:09:00,-131.51,49944,1.09,0.05,0.83,mildly_dehydrated
2025-04-19 07:10:00,-228.62,42633,1.06,0.1,0.84,dehydrated
2025-04-19 07:11:00,-82.42,55904,1.05,0.09,0.85,hydrated
2025-04-19 07:12:00,-145.85,48764,1.1,0.04,0.83,mildly_dehydrated
2025-04-19 07:13:00,-75.96,54417,0.99,0.07,0.79,hydrated
2025-04-19 07:14:00,-112.88,51081,0.9,0.07,0.79,mildly_dehydrated
2025-04-19 07:15:00,-78.07,52968,0.97,0.07,0.8,hydrated
2025-04-19 07:16:00,-91.3,54515,1.02,0.05,0.84,hydrated
2025-04-19 07:17:00,-76.65,54434,1.03,0.07,0.86,hydrated
2025-04-19 07:18:00,-115.93,48254,1.02,0.07,0.78,mildly_dehydrated
2025-04-19 07:19:00,-96.39,54814,1.02,0.04,0.91,hydrated
2025-04-19 07:20:00,-102.45,48088,1.02,0.07,0.8,mildly_dehydrated
2025-04-19 07:21:00,-123.29,51295,0.96,0.06,0.87,mildly_dehydrated
2025-04-19 07:22:00,-78.64,53539,1.07,0.06,0.82,hydrated
2025-04-19 07:23:00,-131.18,49452,0.87,0.07,0.84,mildly_dehydrated
2025-04-19 07:24:00,-206.38,43168,1.03,0.08,0.77,dehydrated
2025-04-19 07:25:00,-80.86,53152,0.99,0.09,0.81,hydrated
2025-04-19 07:26:00,-98.79,52379,0.96,0.06,0.76,hydrated
2025-04-19 07:27:00,-73.8,53579,1.02,0.05,0.83,hydrated
2025-04-19 07:28:00,-212.22,43900,0.94,0.09,0.82,dehydrated
2025-04-19 07:29:00,-94.26,53629,1.01,0.07,0.87,hydrated
2025-04-19 07:30:00,-183.59,43530,0.96,0.06,0.87,dehydrated
2025-04-19 07:31:00,-149.21,50231,0.97,0.07,0.75,mildly_dehydrated
2025-04-19 07:32:00,-83.12,53253,1.05,0.05,0.84,hydrated
2025-04-19 07:33:00,-97.07,55591,1.01,0.08,0.77,hydrated
2025-04-19 07:34:00,-132.02,48503,1.04,0.12,0.84,mildly_dehydrated
2025-04-19 07:35:00,-76.09,54361,0.93,0.07,0.81,hydrated
2025-04-19 07:36:00,-78.92,55170,0.95,0.08,0.89,hydrated
2025-04-19 07:37:00,-247.56,44470,1.06,0.09,0.8,dehydrated
2025-04-19 07:38:00,-228.39,45545,1.05,0.06,0.9,dehydrated
2025-04-19 07:39:00,-145.72,48733,1.02,0.05,0.91,mildly_dehydrated
2025-04-19 07:40:00,-119.43,50784,0.96,0.06,0.86,mildly_dehydrated
2025-04-19 07:41:00,-197.93,46453,0.96,0.02,0.86,dehydrated
2025-04-19 07:42:00,-88.06,52105,0.98,0.09,0.89,hydrated
2025-04-19 07:43:00,-127.94,48071,1.01,0.07,0.82,mildly_dehydrated
2025-04-19 07:44:00,-70.92,54772,1.03,0.08,0.91,hydrated
2025-04-19 07:45:00,-247.17,46971,1.06,0.06,0.88,dehydrated
2025-04-19 07:46:00,-78.74,52859,0.97,0.05,0.86,hydrated
2025-04-19 07:47:00,-85.7,53082,0.87,0.07,0.84,hydrated
2025-04-19 07:48:00,-130.21,49194,1.02,0.08,0.85,mildly_dehydrated
2025-04-19 07:49:00,-236.91,46177,1.06,0.06,0.79,dehydrated
2025-04-19 07:50:00,-98.05,55301,0.99,0.09,0.88,hydrated
2025-04-19 07:51:00,-109.85,49727,1.07,0.07,0.91,mildly_dehydrated
2025-04-19 07:52:00,-71.77,53945,1.07,0.07,0.86,hydrated
2025-04-19 07:53:00,-232.02,44806,1.06,0.11,0.83,dehydrated
2025-04-19 07:54:00,-108.5,48197,1.01,0.09,0.83,mildly_dehydrated
2025-04-19 07:55:00,-135.9,50123,0.95,0.06,0.86,mildly_dehydrated
2025-04-19 07:56:00,-138.33,49813,1.08,0.07,0.91,mildly_dehydrated
2025-04-19 07:57:00,-119.08,48452,0.99,0.07,0.8,mildly_dehydrated
2025-04-19 07:58:00,-210.31,46461,0.91,0.1,0.83,dehydrated
2025-04-19 07:59:00,-82.73,53693,0.97,0.04,0.85,hydrated
2025-04-19 08:00:00,-183.71,47115,1.0,0.04,0.82,dehydrated
2025-04-19 08:01:00,-81.82,52358,1.01,0.08,0.89,hydrated
2025-04-19 08:02:00,-82.31,53799,1.04,0.07,0.89,hydrated
2025-04-19 08:03:00,-204.55,43255,1.12,0.02,0.86,dehydrated
2025-04-19 08:04:00,-205.15,47883,0.97,0.03,0.86,dehydrated
2025-04-19 08:05:00,-77.18,52599,1.07,0.04,0.87,hydrated
2025-04-19 08:06:00,-138.6,48046,0.98,0.05,0.82,mildly_dehydrated
2025-04-19 08:07:00,-230.09,45526,0.98,0.06,0.85,dehydrated
2025-04-19 08:08:00,-185.93,44483,0.96,0.06,0.81,dehydrated
2025-04-19 08:09:00,-94.61,54756,1.09,0.09,0.86,hydrated
2025-04-19 08:10:00,-238.25,46713,0.96,0.08,0.83,dehydrated
2025-04-19 08:11:00,-71.65,52566,1.09,0.04,0.91,hydrated
2025-04-19 08:12:00,-154.32,43979,1.04,0.06,0.88,dehydrated
2025-04-19 08:13:00,-220.51,42091,0.86,0.06,0.81,dehydrated
2025-04-19 08:14:00,-86.69,52684,1.02,0.08,0.86,hydrated
2025-04-19 08:15:00,-80.39,55824,0.97,0.09,0.88,hydrated
2025-04-19 08:16:00,-240.85,45083,0.97,0.06,0.84,dehydrated
2025-04-19 08:17:00,-126.57,51754,1.01,0.07,0.86,mildly_dehydrated
2025-04-19 08:18:00,-141.49,49264,0.91,0.06,0.87,mildly_dehydrated
2025-04-19 08:19:00,-99.99,54384,0.96,0.07,0.87,hydrated
2025-04-19 08:20:00,-140.72,50606,1.05,0.09,0.8,mildly_dehydrated
2025-04-19 08:21:00,-71.32,55693,0.96,0.09,0.84,hydrated
2025-04-19 08:22:00,-127.38,49697,0.99,0.05,0.83,mildly_dehydrated
2025-04-19 08:23:00,-127.79,51125,1.0,0.09,0.91,mildly_dehydrated
2025-04-19 08:24:00,-72.71,52072,1.07,0.08,0.77,hydrated
2025-04-19 08:25:00,-95.91,55550,1.02,0.09,0.85,hydrated
2025-04-19 08:26:00,-120.71,50696,1.03,0.09,0.86,mildly_dehydrated
2025-04-19 08:27:00,-109.85,49494,0.88,0.05,0.84,mildly_dehydrated
2025-04-19 08:28:00,-72.56,52364,0.95,0.11,0.92,hydrated
2025-04-19 08:29:00,-146.65,50374,0.96,0.08,0.87,mildly_dehydrated
2025-04-19 08:30:00,-141.47,51589,1.04,0.08,0.97,mildly_dehydrated
2025-04-19 08:31:00,-158.1,47399,0.95,0.04,0.83,dehydrated
2025-04-19 08:32:00,-88.2,53551,0.95,0.05,0.81,hydrated
2025-04-19 08:33:00,-132.77,48246,1.03,0.09,0.82,mildly_dehydrated
2025-04-19 08:34:00,-161.5,43329,0.9,0.02,0.86,dehydrated
2025-04-19 08:35:00,-124.35,50682,1.02,0.09,0.84,mildly_dehydrated
2025-04-19 08:36:00,-175.97,45257,0.89,0.08,0.94,dehydrated
2025-04-19 08:37:00,-129.08,50856,1.01,0.07,0.85,mildly_dehydrated
2025-04-19 08:38:00,-86.45,53632,0.95,0.09,0.88,hydrated
2025-04-19 08:39:00,-129.09,51644,1.02,0.09,0.85,mildly_dehydrated
2025-04-19 08:40:00,-148.98,50417,1.03,0.06,0.89,mildly_dehydrated
2025-04-19 08:41:00,-116.29,48885,0.94,0.07,0.83,mildly_dehydrated
2025-04-19 08:42:00,-221.08,46853,0.99,0.1,0.91,dehydrated
2025-04-19 08:43:00,-75.19,53700,1.08,0.05,0.81,hydrated
2025-04-19 08:44:00,-196.38,44694,0.96,0.07,0.81,dehydrated
2025-04-19 08:45:00,-140.15,49651,1.03,0.08,0.79,mildly_dehydrated
2025-04-19 08:46:00,-88.86,53795,0.93,0.07,0.77,hydrated
2025-04-19 08:47:00,-98.93,53991,0.93,0.11,0.92,hydrated
2025-04-19 08:48:00,-114.65,48709,1.04,0.06,0.79,mildly_dehydrated
2025-04-19 08:49:00,-98.2,53302,1.0,0.08,0.82,hydrated
2025-04-19 08:50:00,-83.99,52575,1.02,0.05,0.89,hydrated
2025-04-19 08:51:00,-134.22,48347,0.91,0.06,0.83,mildly_dehydrated
2025-04-19 08:52:00,-87.16,54633,1.12,0.08,0.85,hydrated
2025-04-19 08:53:00,-202.88,45440,1.02,0.05,0.82,dehydrated
2025-04-19 08:54:00,-92.12,54017,1.0,0.1,0.86,hydrated
2025-04-19 08:55:00,-75.82,53157,0.99,0.05,0.92,hydrated
2025-04-19 08:56:00,-161.09,47071,1.1,0.08,0.85,dehydrated
2025-04-19 08:57:00,-90.6,55014,1.05,0.06,0.8,hydrated
2025-04-19 08:58:00,-163.43,46346,0.93,0.06,0.8,dehydrated
2025-04-19 08:59:00,-94.72,54973,0.96,0.06,0.78,hydrated
2025-04-19 09:00:00,-88.42,55928,0.96,0.07,0.86,hydrated
2025-04-19 09:01:00,-120.03,49675,0.96,0.06,0.85,mildly_dehydrated
2025-04-19 09:02:00,-198.35,45028,0.94,0.08,0.82,dehydrated
2025-04-19 09:03:00,-71.26,55418,0.97,0.06,0.8,hydrated
2025-04-19 09:04:00,-93.7,53967,1.05,0.07,0.87,hydrated
2025-04-19 09:05:00,-170.8,42763,0.98,0.05,0.84,dehydrated
2025-04-19 09:06:00,-224.53,43579,0.89,0.1,0.82,dehydrated
2025-04-19 09:07:00,-95.71,55431,1.06,0.09,0.8,hydrated
2025-04-19 09:08:00,-193.36,44830,1.09,0.07,0.86,dehydrated
2025-04-19 09:09:00,-73.13,52231,0.97,0.08,0.82,hydrated
2025-04-19 09:10:00,-86.88,53614,1.0,0.05,0.85,hydrated
2025-04-19 09:11:00,-77.09,53033,0.95,0.07,0.85,hydrated
2025-04-19 09:12:00,-181.33,47048,1.07,0.06,0.83,dehydrated
2025-04-19 09:13:00,-74.63,53385,0.93,0.1,0.89,hydrated
2025-04-19 09:14:00,-191.38,44143,0.91,0.09,0.84,dehydrated
2025-04-19 09:15:00,-80.49,53316,1.04,0.04,0.82,hydrated
2025-04-19 09:16:00,-89.71,53642,1.0,0.11,0.96,hydrated
2025-04-19 09:17:00,-103.99,48196,1.0,0.09,0.86,mildly_dehydrated
2025-04-19 09:18:00,-225.81,47257,1.01,0.08,0.83,dehydrated
2025-04-19 09:19:00,-72.4,53881,1.0,0.05,0.85,hydrated
2025-04-19 09:20:00,-93.57,52257,1.1,0.09,0.9,hydrated
2025-04-19 09:21:00,-106.95,50462,1.0,0.1,0.77,mildly_dehydrated
2025-04-19 09:22:00,-117.55,49400,0.99,0.06,0.8,mildly_dehydrated
2025-04-19 09:23:00,-120.74,49771,0.97,0.07,0.85,mildly_dehydrated
2025-04-19 09:24:00,-75.69,54758,1.05,0.09,0.82,hydrated
2025-04-19 09:25:00,-91.83,55327,0.99,0.07,0.87,hydrated
2025-04-19 09:26:00,-99.71,52560,1.04,0.03,0.88,hydrated
2025-04-19 09:27:00,-76.58,55021,0.99,0.1,0.9,hydrated
2025-04-19 09:28:00,-80.86,54514,1.01,0.07,0.88,hydrated
2025-04-19 09:29:00,-162.75,43293,1.04,0.07,0.82,dehydrated
2025-04-19 09:30:00,-198.59,46975,1.1,0.04,0.83,dehydrated
2025-04-19 09:31:00,-119.24,51312,1.0,0.08,0.8,mildly_dehydrated
2025-04-19 09:32:00,-82.19,52656,0.93,0.06,0.87,hydrated
2025-04-19 09:33:00,-81.72,54574,0.95,0.04,0.81,hydrated
2025-04-19 09:34:00,-86.13,53560,1.04,0.06,0.87,hydrated
2025-04-19 09:35:00,-136.27,51296,0.92,0.07,0.85,mildly_dehydrated
2025-04-19 09:36:00,-89.82,53290,1.05,0.08,0.89,hydrated
2025-04-19 09:37:00,-92.06,54078,1.02,0.06,0.85,hydrated
2025-04-19 09:38:00,-83.3,54646,1.08,0.08,0.82,hydrated
2025-04-19 09:39:00,-96.51,54385,1.01,0.06,0.84,hydrated
2025-04-19 09:40:00,-207.04,45325,1.06,0.05,0.8,dehydrated
2025-04-19 09:41:00,-77.35,54594,1.06,0.09,0.93,hydrated
2025-04-19 09:42:00,-248.86,46179,1.03,0.07,0.86,dehydrated
2025-04-19 09:43:00,-92.43,52814,1.06,0.06,0.77,hydrated
2025-04-19 09:44:00,-135.2,50059,1.0,0.09,0.83,mildly_dehydrated
2025-04-19 09:45:00,-118.5,49362,1.08,0.08,0.78,mildly_dehydrated
2025-04-19 09:46:00,-125.09,50318,0.96,0.04,0.84,mildly_dehydrated
2025-04-19 09:47:00,-96.89,55251,0.99,0.07,0.84,hydrated
2025-04-19 09:48:00,-91.82,55486,0.9,0.07,0.76,hydrated
2025-04-19 09:49:00,-83.07,52458,1.02,0.1,0.81,hydrated
2025-04-19 09:50:00,-89.08,55333,1.09,0.06,0.82,hydrated
2025-04-19 09:51:00,-95.64,53265,1.03,0.06,0.85,hydrated
2025-04-19 09:52:00,-210.28,45427,1.0,0.08,0.86,dehydrated
2025-04-19 09:53:00,-245.92,43890,1.07,0.08,0.85,dehydrated
2025-04-19 09:54:00,-74.23,52913,0.97,0.06,0.83,hydrated
2025-04-19 09:55:00,-124.78,49857,1.07,0.07,0.78,mildly_dehydrated
2025-04-19 09:56:00,-99.09,52527,1.02,0.08,0.87,hydrated
2025-04-19 09:57:00,-131.5,50963,0.87,0.08,0.88,mildly_dehydrated
